TS_Pcomp,TS_Pscav,TS_Texh,TS_Ntc,TS_Pmax,TS_PR,TS_Ntc_Pscav,TS_Pcomp_Pscav,Estimated engine load
59.107655,1.4679586,298.3176,10212.986,97.56399,35.93427,6859.7607,40.780994,50.70674
59.107178,1.4678473,298.32803,10212.85,97.5556,35.932026,6859.3804,40.781166,50.707775
59.106625,1.4677378,298.33783,10212.706,97.54744,35.92983,6859.035,40.781464,50.7086
59.106018,1.4676303,298.34692,10212.556,97.539505,35.927704,6858.7236,40.78185,50.709236
59.105366,1.4675246,298.35547,10212.401,97.531784,35.925625,6858.442,40.782326,50.709713
59.104668,1.467421,298.36346,10212.242,97.52428,35.923603,6858.189,40.782875,50.71004
59.10393,1.4673191,298.37094,10212.082,97.51699,35.92162,6857.9604,40.7835,50.710236
59.103165,1.4672197,298.378,10211.918,97.50991,35.9197,6857.7554,40.784184,50.710308
59.10238,1.4671222,298.38452,10211.75,97.50303,35.917824,6857.571,40.78491,50.710266
59.10156,1.4670267,298.39075,10211.583,97.496346,35.915985,6857.4062,40.785686,50.710144
59.100727,1.4669334,298.3965,10211.415,97.489845,35.914207,6857.2593,40.786495,50.709927
59.099888,1.4668422,298.40198,10211.246,97.48355,35.912464,6857.13,40.787346,50.709652
59.09903,1.4667528,298.4071,10211.078,97.477425,35.91078,6857.0137,40.78821,50.709293
59.098164,1.4666657,298.41187,10210.91,97.47147,35.909122,6856.9106,40.789104,50.70889
59.097294,1.4665807,298.41644,10210.743,97.4657,35.907528,6856.821,40.79001,50.708424
59.096413,1.4664975,298.4207,10210.577,97.4601,35.905968,6856.7427,40.790936,50.70792
59.09554,1.466417,298.4247,10210.412,97.45466,35.90444,6856.675,40.791866,50.707367
59.09467,1.4663376,298.4285,10210.249,97.44938,35.902958,6856.6157,40.792805,50.7068
59.093792,1.4662602,298.43207,10210.086,97.44424,35.90151,6856.5654,40.793743,50.70618
59.092926,1.466185,298.43542,10209.927,97.43926,35.90011,6856.523,40.794697,50.70556
59.092068,1.4661117,298.4386,10209.77,97.43442,35.898735,6856.4883,40.79564,50.70491
59.091217,1.4660401,298.44162,10209.613,97.429726,35.897396,6856.4595,40.79658,50.70424
59.09037,1.4659702,298.44446,10209.461,97.425156,35.896103,6856.4365,40.79752,50.703552
59.089527,1.4659022,298.44714,10209.31,97.42073,35.89483,6856.4185,40.798454,50.70286
59.0887,1.465836,298.44968,10209.162,97.416435,35.8936,6856.4067,40.79938,50.70215
59.08788,1.4657713,298.4521,10209.017,97.41226,35.892403,6856.3984,40.800304,50.701443
59.087063,1.4657084,298.45435,10208.873,97.4082,35.891224,6856.394,40.80121,50.700726
59.08627,1.465647,298.45648,10208.732,97.40426,35.8901,6856.3936,40.802105,50.700005
59.085484,1.4655871,298.45856,10208.593,97.400444,35.88899,6856.3965,40.802998,50.69929
59.084705,1.465529,298.46048,10208.458,97.39672,35.887913,6856.4023,40.80387,50.698574
59.083946,1.4654721,298.46234,10208.324,97.39311,35.88686,6856.4106,40.80474,50.697857
59.083183,1.4654168,298.46405,10208.195,97.3896,35.88584,6856.4214,40.80559,50.69714
59.082447,1.465363,298.46573,10208.067,97.38619,35.884853,6856.4355,40.806423,50.696426
